item,itemLabel,mediaID,article,japaneseTitle
http://www.wikidata.org/entity/Q6917942,MotoGP '07,M740816,https://en.wikipedia.org/wiki/MotoGP_%2707_(PS2),MotoGP 07
http://www.wikidata.org/entity/Q6949985,Märchen Maze,M757796,https://en.wikipedia.org/wiki/M%C3%A4rchen_Maze,メルヘンメイズ
http://www.wikidata.org/entity/Q6949985,Märchen Maze,M757797,https://en.wikipedia.org/wiki/M%C3%A4rchen_Maze,メルヘンメイズ
http://www.wikidata.org/entity/Q7004517,Neves,M754292,https://en.wikipedia.org/wiki/Neves_(video_game),ハメコミ LUCKY PUZZLE DS
http://www.wikidata.org/entity/Q7089995,Omega Five,M741358,https://en.wikipedia.org/wiki/Omega_Five,OMEGA FIVE
http://www.wikidata.org/entity/Q7121840,Pac-In-Time,M753982,https://en.wikipedia.org/wiki/Pac-In-Time,パックインタイム
http://www.wikidata.org/entity/Q7121840,Pac-In-Time,M753983,https://en.wikipedia.org/wiki/Pac-In-Time,パックインタイム
http://www.wikidata.org/entity/Q7132018,Panzer Dragoon Mini,M754519,https://en.wikipedia.org/wiki/Panzer_Dragoon_Mini,パンツァードラグーンMINI
http://www.wikidata.org/entity/Q7198990,Pitman,M741575,https://en.wikipedia.org/wiki/Catrap,PITMAN
http://www.wikidata.org/entity/Q7198990,Pitman,M754685,https://en.wikipedia.org/wiki/Catrap,ピットマン
http://www.wikidata.org/entity/Q7229280,Popeye,M756449,https://en.wikipedia.org/wiki/Popeye_(1990_video_game),ポパイ
http://www.wikidata.org/entity/Q7260447,Punky Skunk,M725504,https://en.wikipedia.org/wiki/Punky_Skunk,クーリースカンク
http://www.wikidata.org/entity/Q7260447,Punky Skunk,M747414,https://en.wikipedia.org/wiki/Punky_Skunk,クーリースカンク
http://www.wikidata.org/entity/Q7306858,Reel Fishing II,M729719,https://en.wikipedia.org/wiki/Reel_Fishing_II,FISH EYES 2
http://www.wikidata.org/entity/Q7332695,Ridge Racer 2,M758487,https://en.wikipedia.org/wiki/Ridge_Racer_2_(2006_video_game),リッジレーサーズ2
http://www.wikidata.org/entity/Q7332695,Ridge Racer 2,M758488,https://en.wikipedia.org/wiki/Ridge_Racer_2_(2006_video_game),リッジレーサーズ2
http://www.wikidata.org/entity/Q7339427,Road Trip: The Arcade Edition,M751315,https://en.wikipedia.org/wiki/Road_Trip:_The_Arcade_Edition,チョロQ!
http://www.wikidata.org/entity/Q7355500,Rockman EXE 4.5 Real Operation,M759069,https://en.wikipedia.org/wiki/Rockman_EXE_4.5_Real_Operation,ロックマン エグゼ 4.5 リアルオペレーション
http://www.wikidata.org/entity/Q7355500,Rockman EXE 4.5 Real Operation,M759176,https://en.wikipedia.org/wiki/Rockman_EXE_4.5_Real_Operation,ロックマンエグゼ4.5 リアルオペレーション
http://www.wikidata.org/entity/Q7355500,Rockman EXE 4.5 Real Operation,M759177,https://en.wikipedia.org/wiki/Rockman_EXE_4.5_Real_Operation,ロックマンエグゼ4.5 リアルオペレーション
http://www.wikidata.org/entity/Q7378755,Ruin Arm,M727989,https://en.wikipedia.org/wiki/Ruin_Arm,RUIN ARM
http://www.wikidata.org/entity/Q7391853,SNK Arcade Classics Vol. 1,M742591,https://en.wikipedia.org/wiki/SNK_Arcade_Classics_Vol._1,SNK ARCADE CLASSICS Vol. 1
http://www.wikidata.org/entity/Q7391853,SNK Arcade Classics Vol. 1,M742592,https://en.wikipedia.org/wiki/SNK_Arcade_Classics_Vol._1,SNK ARCADE CLASSiCS Vol. 1
http://www.wikidata.org/entity/Q7460497,Shadow Dancer: The Secret of Shinobi,M727148,https://en.wikipedia.org/wiki/Shadow_Dancer:_The_Secret_of_Shinobi,SHADOW DANCER THE SECRET OF SHINOBI
http://www.wikidata.org/entity/Q7460762,Shadowrun,M749279,https://en.wikipedia.org/wiki/Shadowrun_(1996_video_game),シャドウラン
http://www.wikidata.org/entity/Q7490935,Shaun Palmer's Pro Snowboarder,M722657,https://en.wikipedia.org/wiki/Shaun_Palmer%27s_Pro_Snowboarder,ショーン・パーマー プロスノーボーダー
http://www.wikidata.org/entity/Q7524450,Sinistron,M753625,https://en.wikipedia.org/wiki/Sinistron_(video_game),バイオレントソルジャー
http://www.wikidata.org/entity/Q7572390,Space Invaders Infinity Gene,M742676,https://en.wikipedia.org/wiki/Space_Invaders_Infinity_Gene,SPACE INVADERS INFINITY GENE
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M720512,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731082,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731083,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731084,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731085,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731086,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731087,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731088,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731089,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731090,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731091,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731092,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M731093,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID 5: THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M740695,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID V: GROUND ZEROES + THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M740696,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID V: GROUND ZEROES + THE PHANTOM PAIN
http://www.wikidata.org/entity/Q717600,Metal Gear Solid V: The Phantom Pain,M740697,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,METAL GEAR SOLID V: GROUND ZEROES + THE PHANTOM PAIN
http://www.wikidata.org/entity/Q1145336,Dead Rising,M720453,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),DEADRISING
http://www.wikidata.org/entity/Q1145336,Dead Rising,M720491,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),DEAD RISING
http://www.wikidata.org/entity/Q1145336,Dead Rising,M751809,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),デッドライジング
http://www.wikidata.org/entity/Q1145336,Dead Rising,M751810,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),デッドライジング
http://www.wikidata.org/entity/Q1145336,Dead Rising,M751811,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),デッドライジング
http://www.wikidata.org/entity/Q1145336,Dead Rising,M751812,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),デッドライジング
http://www.wikidata.org/entity/Q1145336,Dead Rising,M751813,https://en.wikipedia.org/wiki/Dead_Rising_(video_game),デッドライジング
http://www.wikidata.org/entity/Q1069358,Na-Ga,C78395,https://en.wikipedia.org/wiki/Na-Ga,Na-Ga
http://www.wikidata.org/entity/Q16259198,Sengoku Basara 4,M763485,https://en.wikipedia.org/wiki/Sengoku_Basara_4,戦国BASARA4
http://www.wikidata.org/entity/Q16259198,Sengoku Basara 4,M763487,https://en.wikipedia.org/wiki/Sengoku_Basara_4,戦国BASARA4
http://www.wikidata.org/entity/Q16259198,Sengoku Basara 4,M763488,https://en.wikipedia.org/wiki/Sengoku_Basara_4,戦国BASARA4
http://www.wikidata.org/entity/Q16259198,Sengoku Basara 4,M763489,https://en.wikipedia.org/wiki/Sengoku_Basara_4,戦国BASARA4
http://www.wikidata.org/entity/Q376174,Makoto Kobayashi,C50577,https://en.wikipedia.org/wiki/Makoto_Kobayashi_(artist),小林まこと
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M737402,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,Assassin's Creed® IV Black Flag
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744769,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード 4 ブラック フラッグ
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744821,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード4 ブラック フラッグ
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744822,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード4 ブラック フラッグ
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744823,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード4 ブラック フラッグ
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744825,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード4 ブラック フラッグ
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744826,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード4 ブラック フラッグ
http://www.wikidata.org/entity/Q6052688,Assassin's Creed IV: Black Flag,M744827,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag,アサシン クリード4 ブラック フラッグ
http://www.wikidata.org/entity/Q5554520,Getsu Fūma Den,M761053,https://en.wikipedia.org/wiki/Getsu_F%C5%ABma_Den,月風魔伝
http://www.wikidata.org/entity/Q5554520,Getsu Fūma Den,M761054,https://en.wikipedia.org/wiki/Getsu_F%C5%ABma_Den,月風魔伝
http://www.wikidata.org/entity/Q5554520,Getsu Fūma Den,M761055,https://en.wikipedia.org/wiki/Getsu_F%C5%ABma_Den,月風魔伝
http://www.wikidata.org/entity/Q5591950,Gradius ReBirth,M739578,https://en.wikipedia.org/wiki/Gradius_ReBirth,GRADIUS ReBirth
http://www.wikidata.org/entity/Q5614076,Guardian War,M754449,https://en.wikipedia.org/wiki/Guardian_War,パワーズキングダム
http://www.wikidata.org/entity/Q5575006,Quantum Theory,M720548,https://en.wikipedia.org/wiki/Quantum_Theory_(video_game),QUANTUM THEORY
http://www.wikidata.org/entity/Q5575006,Quantum Theory,M741751,https://en.wikipedia.org/wiki/Quantum_Theory_(video_game),QUANTUM THEORY
http://www.wikidata.org/entity/Q5575006,Quantum Theory,M747408,https://en.wikipedia.org/wiki/Quantum_Theory_(video_game),クウォンタム セオリー
http://www.wikidata.org/entity/Q5648259,Hanjuku Hero,M765405,https://en.wikipedia.org/wiki/Hanjuku_Hero,半熟英雄
http://www.wikidata.org/entity/Q5648259,Hanjuku Hero,M765406,https://en.wikipedia.org/wiki/Hanjuku_Hero,半熟英雄
http://www.wikidata.org/entity/Q5648259,Hanjuku Hero,M765407,https://en.wikipedia.org/wiki/Hanjuku_Hero,半熟英雄
http://www.wikidata.org/entity/Q5659655,Harms Way,M739773,https://en.wikipedia.org/wiki/Harms_Way_(video_game),Harms Way
http://www.wikidata.org/entity/Q5736680,Herdy Gerdy,M722566,https://en.wikipedia.org/wiki/Herdy_Gerdy,ハーディーガーディー
http://www.wikidata.org/entity/Q5721431,Mario Kart: Double Dash,M722362,https://en.wikipedia.org/wiki/Mario_Kart:_Double_Dash,MARIOKART DOUBLE DASH!!
http://www.wikidata.org/entity/Q5899909,Hopeless Masquerade,M722091,https://en.wikipedia.org/wiki/Hopeless_Masquerade,東方 心綺楼 Hopeless Masquerade
http://www.wikidata.org/entity/Q5949982,Hustle Kings,M753769,https://en.wikipedia.org/wiki/Hustle_Kings,ハスラーキング
http://www.wikidata.org/entity/Q6036865,NFL Quarterback Club 97,M741217,https://en.wikipedia.org/wiki/NFL_Quarterback_Club_97,NFLクォーターバッククラブ'97
http://www.wikidata.org/entity/Q1145665,Strikers 1945,M750042,https://en.wikipedia.org/wiki/Strikers_1945,ストライカーズ1945
http://www.wikidata.org/entity/Q7824614,Top Shop,M724978,https://en.wikipedia.org/wiki/Top_Shop,テナントウォーズ
http://www.wikidata.org/entity/Q7824614,Top Shop,M742956,https://en.wikipedia.org/wiki/Top_Shop,SuperLite 1500 シリーズ Vol. 7 テナントウォーズ α
http://www.wikidata.org/entity/Q7824614,Top Shop,M751847,https://en.wikipedia.org/wiki/Top_Shop,テナントウォーズ
http://www.wikidata.org/entity/Q7835532,Trap Gunner,M724762,https://en.wikipedia.org/wiki/Trap_Gunner,TRAP GUNNER
http://www.wikidata.org/entity/Q7841216,Tricky Kick,M727005,https://en.wikipedia.org/wiki/Tricky_Kick,トリッキー
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M720880,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ エクシヴ
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M720948,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ レクス
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M745235,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ エクシヴ
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M745236,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ エクシヴ
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M745237,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ エクシヴ
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M745238,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ レクス
http://www.wikidata.org/entity/Q7882511,Unchained Blades,M745239,https://en.wikipedia.org/wiki/Unchained_Blades,アンチェインブレイズ レクス
http://www.wikidata.org/entity/Q7897632,Until Dawn,M743656,https://en.wikipedia.org/wiki/Until_Dawn,Until Dawn - 惨劇の山荘 -
http://www.wikidata.org/entity/Q7897632,Until Dawn,M743657,https://en.wikipedia.org/wiki/Until_Dawn,Until Dawn - 惨劇の山荘 -
http://www.wikidata.org/entity/Q7934915,Virtua Pro Football,M721952,https://en.wikipedia.org/wiki/Virtua_Pro_Football,WORLD FOOTBALL CLIMAX （ワールドフットボールクライマックス）
http://www.wikidata.org/entity/Q7969348,Warframe,M743776,https://en.wikipedia.org/wiki/Warframe,Warframe
http://www.wikidata.org/entity/Q7969348,Warframe,M743777,https://en.wikipedia.org/wiki/Warframe,Warframe
http://www.wikidata.org/entity/Q723623,Blaster Master: Enemy Below,M757484,https://en.wikipedia.org/wiki/Blaster_Master:_Enemy_Below,メタファイトEX
http://www.wikidata.org/entity/Q723623,Blaster Master: Enemy Below,M757485,https://en.wikipedia.org/wiki/Blaster_Master:_Enemy_Below,メタファイトEX
http://www.wikidata.org/entity/Q738698,Bomb Jack,M744317,https://en.wikipedia.org/wiki/Bomb_Jack,アーケードアーカイブス ボンジャック
http://www.wikidata.org/entity/Q738698,Bomb Jack,M756520,https://en.wikipedia.org/wiki/Bomb_Jack,ボンジャック
http://www.wikidata.org/entity/Q720440,Darius Twin,M727061,https://en.wikipedia.org/wiki/Darius_Twin,DARIUS TWIN
http://www.wikidata.org/entity/Q720440,Darius Twin,M738240,https://en.wikipedia.org/wiki/Darius_Twin,DARIUS TWIN
http://www.wikidata.org/entity/Q720440,Darius Twin,M751065,https://en.wikipedia.org/wiki/Darius_Twin,ダライアスツイン DARIUS TWIN
http://www.wikidata.org/entity/Q735242,Dragon Ball: Raging Blast 2,M752556,https://en.wikipedia.org/wiki/Dragon_Ball:_Raging_Blast_2,ドラゴンボール レイジングブラスト 2
http://www.wikidata.org/entity/Q726190,Need for Speed: Underground 2,M752960,https://en.wikipedia.org/wiki/Need_for_Speed:_Underground_2,ニード・フォー・スピード アンダーグラウンド2
http://www.wikidata.org/entity/Q733488,The King of Fighters XI,M733216,https://en.wikipedia.org/wiki/The_King_of_Fighters_XI,THE KING OF FIGHTERS 11
http://www.wikidata.org/entity/Q1152450,Fatal Fury 2,M726162,https://en.wikipedia.org/wiki/Fatal_Fury_2,餓狼伝説2 REAL BATTLE ACTION GAME
http://www.wikidata.org/entity/Q1152450,Fatal Fury 2,M726566,https://en.wikipedia.org/wiki/Fatal_Fury_2,餓狼伝説2 新たなる闘い
http://www.wikidata.org/entity/Q1152450,Fatal Fury 2,M760280,https://en.wikipedia.org/wiki/Fatal_Fury_2,餓狼伝説2 新たなる闘い
http://www.wikidata.org/entity/Q1152450,Fatal Fury 2,M760281,https://en.wikipedia.org/wiki/Fatal_Fury_2,餓狼伝説2 -新たなる闘い-
http://www.wikidata.org/entity/Q1150903,Ninja Spirit,M761536,https://en.wikipedia.org/wiki/Ninja_Spirit,最後の忍道
http://www.wikidata.org/entity/Q1150903,Ninja Spirit,M761537,https://en.wikipedia.org/wiki/Ninja_Spirit,最後の忍道
http://www.wikidata.org/entity/Q1150903,Ninja Spirit,M761538,https://en.wikipedia.org/wiki/Ninja_Spirit,最後の忍道
http://www.wikidata.org/entity/Q1150903,Ninja Spirit,M761539,https://en.wikipedia.org/wiki/Ninja_Spirit,最後の忍道
http://www.wikidata.org/entity/Q1151532,Ultimate Ghosts 'n Goblins,M760783,https://en.wikipedia.org/wiki/Ultimate_Ghosts_%27n_Goblins,極魔界村
http://www.wikidata.org/entity/Q1156718,Uncharted: Golden Abyss,M745257,https://en.wikipedia.org/wiki/Uncharted:_Golden_Abyss,アンチャーテッド -地図なき冒険の始まり-
http://www.wikidata.org/entity/Q1156718,Uncharted: Golden Abyss,M745258,https://en.wikipedia.org/wiki/Uncharted:_Golden_Abyss,アンチャーテッド -地図なき冒険の始まり-
http://www.wikidata.org/entity/Q16267831,OlliOlli,M741352,https://en.wikipedia.org/wiki/OlliOlli,OlliOlli
http://www.wikidata.org/entity/Q16267831,OlliOlli,M741353,https://en.wikipedia.org/wiki/OlliOlli,OlliOlli
http://www.wikidata.org/entity/Q16267831,OlliOlli,M741354,https://en.wikipedia.org/wiki/OlliOlli,OlliOlli
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737942,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737943,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737944,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737945,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737947,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737954,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD　限定版
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737955,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD　限定版
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737956,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD　限定版
http://www.wikidata.org/entity/Q17131050,Chaos;Child,M737957,https://en.wikipedia.org/wiki/Chaos;Child,CHAOS;CHILD　限定版
http://www.wikidata.org/entity/Q6109496,JaJaMaru no Daibouken,M727705,https://en.wikipedia.org/wiki/JaJaMaru_no_Daibouken,じゃじゃ丸の大冒険
http://www.wikidata.org/entity/Q6144326,Konami Arcade Classics,M748316,https://en.wikipedia.org/wiki/Konami_80%27s_Arcade_Gallery,コナミ80'Sアーケードギャラリー
http://www.wikidata.org/entity/Q6143748,Lufia II: Rise of the Sinistrals,M726008,https://en.wikipedia.org/wiki/Lufia_II:_Rise_of_the_Sinistrals,エストポリス伝記2
http://www.wikidata.org/entity/Q6147237,Ridge Racer,M720049,https://en.wikipedia.org/wiki/Ridge_Racer_(2004_video_game),RIDGE RACERS
http://www.wikidata.org/entity/Q6147237,Ridge Racer,M720141,https://en.wikipedia.org/wiki/Ridge_Racer_(2004_video_game),RIDGE RACERS
http://www.wikidata.org/entity/Q6147237,Ridge Racer,M741933,https://en.wikipedia.org/wiki/Ridge_Racer_(2004_video_game),RIDGE RACERS
http://www.wikidata.org/entity/Q6150799,Shadow Tower,M742215,https://en.wikipedia.org/wiki/Shadow_Tower,SHADOW TOWER
http://www.wikidata.org/entity/Q6189114,Jetpac Refuelled,M739993,https://en.wikipedia.org/wiki/Jetpac_Refuelled,Jetpac Refuelled
http://www.wikidata.org/entity/Q6314922,Jurassic Park III: Island Attack,M734125,https://en.wikipedia.org/wiki/Jurassic_Park_III:_Island_Attack,ジュラシックパーク3  アドバンスドアクション
http://www.wikidata.org/entity/Q6412236,King of Fighters R-2,M747351,https://en.wikipedia.org/wiki/King_of_Fighters_R-2,キング・オブ・ファイターズ R-2
http://www.wikidata.org/entity/Q6412236,King of Fighters R-2,M747352,https://en.wikipedia.org/wiki/King_of_Fighters_R-2,キング・オブ・ファイターズ R-2
http://www.wikidata.org/entity/Q6429572,Kono Aozora ni Yakusoku o,M748349,https://en.wikipedia.org/wiki/Kono_Aozora_ni_Yakusoku_o,この青空に約束を—
http://www.wikidata.org/entity/Q6429572,Kono Aozora ni Yakusoku o,M748351,https://en.wikipedia.org/wiki/Kono_Aozora_ni_Yakusoku_o,この青空に約束を—
http://www.wikidata.org/entity/Q6435037,Kowloon's Gate,M725356,https://en.wikipedia.org/wiki/Kowloon%27s_Gate,KOWLOON'S GATE
http://www.wikidata.org/entity/Q6435037,Kowloon's Gate,M747423,https://en.wikipedia.org/wiki/Kowloon%27s_Gate,クーロンズ・ゲート -九龍風水傳-
http://www.wikidata.org/entity/Q6435037,Kowloon's Gate,M747425,https://en.wikipedia.org/wiki/Kowloon%27s_Gate,クーロンズ・ゲート-九龍風水傳-
http://www.wikidata.org/entity/Q6472675,Lagrange Point,M727043,https://en.wikipedia.org/wiki/Lagrange_Point_(video_game),LAGRANGE POINT
http://www.wikidata.org/entity/Q6665923,LocoCycle,M740348,https://en.wikipedia.org/wiki/LocoCycle,LocoCycle
http://www.wikidata.org/entity/Q6684391,Lost in Blue: Shipwrecked,M748836,https://en.wikipedia.org/wiki/Lost_in_Blue:_Shipwrecked,サバイバルキッズ Wii
http://www.wikidata.org/entity/Q6684391,Lost in Blue: Shipwrecked,M748837,https://en.wikipedia.org/wiki/Lost_in_Blue:_Shipwrecked,サバイバルキッズ Wii
http://www.wikidata.org/entity/Q16259371,Crypt of the NecroDancer,M747704,https://en.wikipedia.org/wiki/Crypt_of_the_NecroDancer,クリプト・オブ・ネクロダンサー
http://www.wikidata.org/entity/Q16259371,Crypt of the NecroDancer,M747705,https://en.wikipedia.org/wiki/Crypt_of_the_NecroDancer,クリプト・オブ・ネクロダンサー
http://www.wikidata.org/entity/Q16259371,Crypt of the NecroDancer,M747706,https://en.wikipedia.org/wiki/Crypt_of_the_NecroDancer,クリプト・オブ・ネクロダンサー
http://www.wikidata.org/entity/Q16259371,Crypt of the NecroDancer,M747707,https://en.wikipedia.org/wiki/Crypt_of_the_NecroDancer,クリプト・オブ・ネクロダンサー
http://www.wikidata.org/entity/Q16267814,Evolve,M738877,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738878,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738879,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738880,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738881,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738882,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738883,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE
http://www.wikidata.org/entity/Q16267814,Evolve,M738885,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE　Digital Deluxe
http://www.wikidata.org/entity/Q16267814,Evolve,M738886,https://en.wikipedia.org/wiki/Evolve_(video_game),EVOLVE　デジタル デラックス
http://www.wikidata.org/entity/Q16267400,Hat Trick Hero 2,M754022,https://en.wikipedia.org/wiki/Hat_Trick_Hero_2,ハットトリックヒーロー 2
http://www.wikidata.org/entity/Q16267649,Peggle 2,M741512,https://en.wikipedia.org/wiki/Peggle_2,Peggle 2
http://www.wikidata.org/entity/Q16267649,Peggle 2,M741513,https://en.wikipedia.org/wiki/Peggle_2,Peggle 2
http://www.wikidata.org/entity/Q16267668,Rocketbirds 2: Evolution,M741977,https://en.wikipedia.org/wiki/Rocketbirds_2:_Evolution,Rocketbirds 2: Evolution
http://www.wikidata.org/entity/Q16267668,Rocketbirds 2: Evolution,M741978,https://en.wikipedia.org/wiki/Rocketbirds_2:_Evolution,Rocketbirds 2: Evolution
http://www.wikidata.org/entity/Q8069513,Zero Divide,M725876,https://en.wikipedia.org/wiki/Zero_Divide,ZERO DIVIDE
http://www.wikidata.org/entity/Q9290366,Dynasty Warriors 2,M722723,https://en.wikipedia.org/wiki/Dynasty_Warriors_2,真・三國無双
http://www.wikidata.org/entity/Q9290366,Dynasty Warriors 2,M723728,https://en.wikipedia.org/wiki/Dynasty_Warriors_2,真・三國無双
http://www.wikidata.org/entity/Q9290366,Dynasty Warriors 2,M762716,https://en.wikipedia.org/wiki/Dynasty_Warriors_2,真・三國無双
http://www.wikidata.org/entity/Q9290366,Dynasty Warriors 2,M762718,https://en.wikipedia.org/wiki/Dynasty_Warriors_2,真・三國無双
http://www.wikidata.org/entity/Q10268796,Driveclub,M738643,https://en.wikipedia.org/wiki/Driveclub,DRIVECLUB
